"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","270","testDeveAtualizarUsuarioComSucesso()","","Wed Feb 19 12:27:12 GMT 2025","passed","Wed Feb 19 12:27:12 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso"
"","1740","testListarTodosUsuariosComSucesso()","","Wed Feb 19 12:26:16 GMT 2025","passed","Wed Feb 19 12:26:18 GMT 2025","","com.vemser.rest.tests.healthcheck.HealthCheckTest","com.vemser.rest.tests.healthcheck.HealthCheckTest","testListarTodosUsuariosComSucesso"
"","111","testDeveCadastrarUsuarioComDadosValidos()","","Wed Feb 19 12:27:12 GMT 2025","passed","Wed Feb 19 12:27:12 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComDadosValidos"
"","238","testAtualizarUsuarioInexistenteEComEmailJaCadastrado()","","Wed Feb 19 12:27:12 GMT 2025","passed","Wed Feb 19 12:27:13 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testAtualizarUsuarioInexistenteEComEmailJaCadastrado"
"","225","testDeveExcluirUsuarioComSucesso()","","Wed Feb 19 12:27:13 GMT 2025","passed","Wed Feb 19 12:27:13 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testDeveExcluirUsuarioComSucesso"
"","101","testExcluirUsuarioComCarrinhoCadastrado()","","Wed Feb 19 12:27:13 GMT 2025","passed","Wed Feb 19 12:27:13 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testExcluirUsuarioComCarrinhoCadastrado"
"","75","testExcluirUsuarioInvalido()","","Wed Feb 19 12:27:13 GMT 2025","passed","Wed Feb 19 12:27:13 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testExcluirUsuarioInvalido"
"","331","testSchemaExcluirUsuarioComSucesso()","","Wed Feb 19 12:26:45 GMT 2025","passed","Wed Feb 19 12:26:45 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaExcluirUsuarioComSucesso"
"","404","testSchemaAtualizarUsuarioComSucesso()","","Wed Feb 19 12:26:44 GMT 2025","passed","Wed Feb 19 12:26:45 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaAtualizarUsuarioComSucesso"
"","795","testSchemaRealizarLoginComSucesso()","","Wed Feb 19 12:26:44 GMT 2025","passed","Wed Feb 19 12:26:44 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaRealizarLoginComSucesso"
"","341","testRealizarLoginComCamposVazios()","","Wed Feb 19 12:27:10 GMT 2025","passed","Wed Feb 19 12:27:10 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginComCamposVazios"
"","171","testListarTodosUsuariosComSucesso()","","Wed Feb 19 12:27:11 GMT 2025","passed","Wed Feb 19 12:27:12 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarTodosUsuariosComSucesso"
"","461","testSchemaBuscarUsuariosPorId()","","Wed Feb 19 12:27:10 GMT 2025","passed","Wed Feb 19 12:27:11 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testSchemaBuscarUsuariosPorId"
"","298","testTentarCadastrarUsuarioComEmailJaCadastrado()","","Wed Feb 19 12:27:12 GMT 2025","passed","Wed Feb 19 12:27:12 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComEmailJaCadastrado"
"","122","testTentarCadastrarUsuarioComCamposVazios()","","Wed Feb 19 12:27:12 GMT 2025","passed","Wed Feb 19 12:27:12 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComCamposVazios"
"","117","testAtualizarUsuarioInexistenteECriacaoDeNovoUsuario()","","Wed Feb 19 12:27:13 GMT 2025","passed","Wed Feb 19 12:27:13 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testAtualizarUsuarioInexistenteECriacaoDeNovoUsuario"
"","373","testDeveRealizarLoginComSucesso()","","Wed Feb 19 12:27:10 GMT 2025","passed","Wed Feb 19 12:27:10 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testDeveRealizarLoginComSucesso"
"","1658","testSchemaListarTodosUsuariosComSucesso()","","Wed Feb 19 12:26:42 GMT 2025","passed","Wed Feb 19 12:26:43 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaListarTodosUsuariosComSucesso"
"","2534","testRealizarLoginInvalido()","","Wed Feb 19 12:27:07 GMT 2025","passed","Wed Feb 19 12:27:09 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginInvalido"
"","335","testSchemaDeveCadastrarUsuarioComDadosValidos()","","Wed Feb 19 12:26:43 GMT 2025","passed","Wed Feb 19 12:26:44 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaDeveCadastrarUsuarioComDadosValidos"
"","103","testListarUsuariosPorNomeInvalido()","","Wed Feb 19 12:27:11 GMT 2025","passed","Wed Feb 19 12:27:11 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorNomeInvalido"
"","164","testListarUsuariosPorEmailInvalido()","","Wed Feb 19 12:27:11 GMT 2025","passed","Wed Feb 19 12:27:11 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorEmailInvalido"
"","293","testBuscarUsuariosPorIdComSucesso()","","Wed Feb 19 12:27:11 GMT 2025","passed","Wed Feb 19 12:27:11 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testBuscarUsuariosPorIdComSucesso"
"","108","testBuscarUsuarioPorIdInvalido()","","Wed Feb 19 12:27:11 GMT 2025","passed","Wed Feb 19 12:27:11 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testBuscarUsuarioPorIdInvalido"
