"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1875","testSchemaListarTodosUsuariosComSucesso()","","Wed Feb 19 02:36:14 GMT 2025","passed","Wed Feb 19 02:36:16 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaListarTodosUsuariosComSucesso"
"","647","testSchemaBuscarUsuariosPorId()","","Wed Feb 19 02:36:46 GMT 2025","passed","Wed Feb 19 02:36:46 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testSchemaBuscarUsuariosPorId"
"","163","testListarUsuariosPorEmailInvalido()","","Wed Feb 19 02:36:47 GMT 2025","passed","Wed Feb 19 02:36:47 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorEmailInvalido"
"","129","testAtualizarUsuarioInexistenteECriacaoDeNovoUsuario()","","Wed Feb 19 02:36:50 GMT 2025","passed","Wed Feb 19 02:36:50 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testAtualizarUsuarioInexistenteECriacaoDeNovoUsuario"
"","519","testTentarCadastrarUsuarioComEmailJaCadastrado()","","Wed Feb 19 02:36:48 GMT 2025","passed","Wed Feb 19 02:36:48 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComEmailJaCadastrado"
"","135","testTentarCadastrarUsuarioComCamposVazios()","","Wed Feb 19 02:36:48 GMT 2025","passed","Wed Feb 19 02:36:49 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComCamposVazios"
"","498","testDeveAtualizarUsuarioComSucesso()","","Wed Feb 19 02:36:49 GMT 2025","passed","Wed Feb 19 02:36:49 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso"
"","120","testBuscarUsuarioPorIdInvalido()","","Wed Feb 19 02:36:46 GMT 2025","passed","Wed Feb 19 02:36:47 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testBuscarUsuarioPorIdInvalido"
"","561","testBuscarUsuariosPorIdComSucesso()","","Wed Feb 19 02:36:47 GMT 2025","passed","Wed Feb 19 02:36:47 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testBuscarUsuariosPorIdComSucesso"
"","116","testExcluirUsuarioInvalido()","","Wed Feb 19 02:36:50 GMT 2025","passed","Wed Feb 19 02:36:50 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testExcluirUsuarioInvalido"
"","542","testSchemaExcluirUsuarioComSucesso()","","Wed Feb 19 02:36:18 GMT 2025","passed","Wed Feb 19 02:36:19 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaExcluirUsuarioComSucesso"
"","739","testDeveRealizarLoginComSucesso()","","Wed Feb 19 02:36:44 GMT 2025","passed","Wed Feb 19 02:36:45 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testDeveRealizarLoginComSucesso"
"","3123","testRealizarLoginInvalido()","","Wed Feb 19 02:36:41 GMT 2025","passed","Wed Feb 19 02:36:44 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginInvalido"
"","715","testSchemaAtualizarUsuarioComSucesso()","","Wed Feb 19 02:36:18 GMT 2025","passed","Wed Feb 19 02:36:18 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaAtualizarUsuarioComSucesso"
"","628","testRealizarLoginComCamposVazios()","","Wed Feb 19 02:36:45 GMT 2025","passed","Wed Feb 19 02:36:46 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginComCamposVazios"
