"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","767","testSchemaBuscarUsuariosPorId()","","Wed Feb 19 17:38:29 GMT 2025","passed","Wed Feb 19 17:38:30 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testSchemaBuscarUsuariosPorId"
"","90","testTentarCadastrarUsuarioComCamposVazios()","","Wed Feb 19 17:38:32 GMT 2025","passed","Wed Feb 19 17:38:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComCamposVazios"
"","1653","testListarTodosUsuariosComSucesso()","","Wed Feb 19 17:37:35 GMT 2025","passed","Wed Feb 19 17:37:37 GMT 2025","","com.vemser.rest.tests.healthcheck.HealthCheckTest","com.vemser.rest.tests.healthcheck.HealthCheckTest","testListarTodosUsuariosComSucesso"
"","2704","testSchemaDeveCadastrarProdutoComSucesso()","","Wed Feb 19 17:37:56 GMT 2025","passed","Wed Feb 19 17:37:59 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaDeveCadastrarProdutoComSucesso"
"","412","testAtualizarUsuarioInexistenteEComEmailJaCadastrado()","","Wed Feb 19 17:38:32 GMT 2025","passed","Wed Feb 19 17:38:33 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testAtualizarUsuarioInexistenteEComEmailJaCadastrado"
"","950","testSchemaAtualizarUsuarioComSucesso()","","Wed Feb 19 17:38:01 GMT 2025","passed","Wed Feb 19 17:38:02 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaAtualizarUsuarioComSucesso"
"","427","testTentarCadastrarUsuarioComEmailJaCadastrado()","","Wed Feb 19 17:38:31 GMT 2025","passed","Wed Feb 19 17:38:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComEmailJaCadastrado"
"","1240","testSchemaRealizarLoginComSucesso()","","Wed Feb 19 17:37:59 GMT 2025","passed","Wed Feb 19 17:38:01 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaRealizarLoginComSucesso"
"","102","testDeveCadastrarUsuarioComDadosValidos()","","Wed Feb 19 17:38:32 GMT 2025","passed","Wed Feb 19 17:38:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComDadosValidos"
"","86","testListarUsuariosPorEmailInvalido()","","Wed Feb 19 17:38:30 GMT 2025","passed","Wed Feb 19 17:38:30 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorEmailInvalido"
"","659","testRealizarLoginComCamposVazios()","","Wed Feb 19 17:38:28 GMT 2025","passed","Wed Feb 19 17:38:29 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginComCamposVazios"
