"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","520","testRealizarLoginComCamposVazios()","","Wed Feb 19 16:56:47 GMT 2025","passed","Wed Feb 19 16:56:48 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginComCamposVazios"
"","121","testListarUsuariosPorNomeInvalido()","","Wed Feb 19 16:56:50 GMT 2025","passed","Wed Feb 19 16:56:50 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorNomeInvalido"
"","1735","testListarTodosUsuariosComSucesso()","","Wed Feb 19 16:55:56 GMT 2025","passed","Wed Feb 19 16:55:58 GMT 2025","","com.vemser.rest.tests.healthcheck.HealthCheckTest","com.vemser.rest.tests.healthcheck.HealthCheckTest","testListarTodosUsuariosComSucesso"
"","377","testSchemaListarTodosUsuariosComSucesso()","","Wed Feb 19 16:56:23 GMT 2025","passed","Wed Feb 19 16:56:23 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaListarTodosUsuariosComSucesso"
"","105","testListarUsuariosPorEmailInvalido()","","Wed Feb 19 16:56:49 GMT 2025","passed","Wed Feb 19 16:56:49 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorEmailInvalido"
"","343","testListarTodosUsuariosComSucesso()","","Wed Feb 19 16:56:50 GMT 2025","passed","Wed Feb 19 16:56:50 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarTodosUsuariosComSucesso"
"","103","testExcluirUsuarioComCarrinhoCadastrado()","","Wed Feb 19 16:56:52 GMT 2025","passed","Wed Feb 19 16:56:52 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testExcluirUsuarioComCarrinhoCadastrado"
"","731","testSchemaBuscarUsuariosPorId()","","Wed Feb 19 16:56:48 GMT 2025","passed","Wed Feb 19 16:56:49 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testSchemaBuscarUsuariosPorId"
"","387","testDeveCadastrarProdutoComSucesso()","","Wed Feb 19 16:56:48 GMT 2025","passed","Wed Feb 19 16:56:48 GMT 2025","","com.vemser.rest.tests.functional.produtos.CadastarProdutosTest","com.vemser.rest.tests.functional.produtos.CadastarProdutosTest","testDeveCadastrarProdutoComSucesso"
"","773","testSchemaAtualizarUsuarioComSucesso()","","Wed Feb 19 16:56:24 GMT 2025","passed","Wed Feb 19 16:56:25 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaAtualizarUsuarioComSucesso"
